strategy,block,sample,artifact,prefill_tps,decode_tps,ttft_ms,tpot_ms,e2e_ms,cpu_busy_fraction,cpu_psi_some_fraction,completion_tokens,load_workers,load,sweep_artifact
igpu-fixed,1,5,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/04-compute16,104.18401738121065,18.88359174835919,10049.52608199983,52.95602729215381,41770.31205000003,0.8942508334732449,0.0229099280559988,600,16,compute16,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
dynamic,1,1,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720/runs/03-compute20,88.8785334880048,9.597761025437658,11768.871052999202,104.19096676293834,74179.32627599931,0.99565179287703,0.2524124172403056,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720
dynamic,1,2,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720/runs/03-compute20,73.41142271906062,13.909508385337075,14248.46381200041,71.89326698664387,57312.5856810002,0.9972602978771671,0.18805347009480863,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720
dynamic,1,3,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720/runs/03-compute20,76.90530003498809,14.310551513392078,13614.146222999807,69.87850880968365,55471.4351749999,0.9958891883851542,0.19158720473943686,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720
dynamic,1,4,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720/runs/03-compute20,74.85630637638148,14.616919749037613,13973.438586999691,68.4138667495825,54953.438679999635,0.9975431093316347,0.19255792125797086,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720
dynamic,1,5,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720/runs/03-compute20,83.69164314984792,14.79826873228869,12510.209628999291,67.57547238063574,52988.89397599942,0.9946198499221294,0.19046104834050537,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/dynamic-pilot-b1-20260720
packed-cpu-fixed,1,1,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720/runs/03-compute20,75.89792232434577,1.3769386846980205,13781.668429999627,726.248751025041,448804.7861619998,0.9989294351851542,0.4174081178744646,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720
packed-cpu-fixed,1,2,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720/runs/03-compute20,73.36966022238165,1.3633495405398965,14256.574131999514,733.4876128714523,453615.71265299973,0.9990046888743395,0.4161332743610227,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720
packed-cpu-fixed,1,3,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720/runs/03-compute20,68.11383673592209,1.4157470476108627,15371.326152999245,706.3408690751256,438469.6235560004,0.9992850464092682,0.4244001394251771,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720
packed-cpu-fixed,1,4,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720/runs/03-compute20,68.48478898530267,1.3869523004772188,15273.464596999474,721.0053292070121,447155.77037500043,0.9990596438498919,0.4214346446980515,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720
packed-cpu-fixed,1,5,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720/runs/03-compute20,72.01802958205332,1.431584303363716,14538.02618699956,698.5267983522551,432955.63454200054,0.9988833279828538,0.4226301826180228,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/packed-cpu-fixed-pilot-b1-20260720
igpu-fixed,1,1,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/03-compute20,95.01339659188986,13.426811211708506,11008.973865999906,74.47784766110183,55621.26939799998,0.9939193869014958,0.13028548044751545,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
igpu-fixed,1,2,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/03-compute20,94.71472071542874,13.229130902457593,11043.689852000058,75.59075553589304,56323.66321699999,0.9965005151525917,0.1268241109839815,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
igpu-fixed,1,3,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/03-compute20,98.13313217392137,13.699178166144142,10669.179479000035,72.99707966944898,54395.76149900006,0.9943986608292558,0.1307536180700368,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
igpu-fixed,1,4,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/03-compute20,94.81380730064362,13.72939256273108,11032.148479000058,72.83643434557587,54661.227317,0.9944258333790983,0.13175407228627303,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
igpu-fixed,1,5,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720/runs/03-compute20,100.45228518598044,13.61067347035794,10422.858952999944,73.47175010684477,54433.56885499986,0.9942738444287171,0.12756639879713,600,20,compute20,/home/wy/Work/ktransformers/artifacts/running-server-sweeps/igpu-fixed-pilot-b1-20260720
