completion_tokens_ci95_high,completion_tokens_ci95_low,completion_tokens_mean,completion_tokens_median,completion_tokens_p95,completion_tokens_stdev,cpu_busy_fraction_ci95_high,cpu_busy_fraction_ci95_low,cpu_busy_fraction_mean,cpu_busy_fraction_median,cpu_busy_fraction_p95,cpu_busy_fraction_stdev,cpu_nice_fraction_ci95_high,cpu_nice_fraction_ci95_low,cpu_nice_fraction_mean,cpu_nice_fraction_median,cpu_nice_fraction_p95,cpu_nice_fraction_stdev,cpu_psi_full_fraction_ci95_high,cpu_psi_full_fraction_ci95_low,cpu_psi_full_fraction_mean,cpu_psi_full_fraction_median,cpu_psi_full_fraction_p95,cpu_psi_full_fraction_stdev,cpu_psi_some_fraction_ci95_high,cpu_psi_some_fraction_ci95_low,cpu_psi_some_fraction_mean,cpu_psi_some_fraction_median,cpu_psi_some_fraction_p95,cpu_psi_some_fraction_stdev,cpu_system_fraction_ci95_high,cpu_system_fraction_ci95_low,cpu_system_fraction_mean,cpu_system_fraction_median,cpu_system_fraction_p95,cpu_system_fraction_stdev,cpu_user_fraction_ci95_high,cpu_user_fraction_ci95_low,cpu_user_fraction_mean,cpu_user_fraction_median,cpu_user_fraction_p95,cpu_user_fraction_stdev,decode_tps_ci95_high,decode_tps_ci95_low,decode_tps_mean,decode_tps_median,decode_tps_p95,decode_tps_stdev,e2e_ms_ci95_high,e2e_ms_ci95_low,e2e_ms_mean,e2e_ms_median,e2e_ms_p95,e2e_ms_stdev,error_count,n,output_phase_ms_ci95_high,output_phase_ms_ci95_low,output_phase_ms_mean,output_phase_ms_median,output_phase_ms_p95,output_phase_ms_stdev,prefill_tps_ci95_high,prefill_tps_ci95_low,prefill_tps_mean,prefill_tps_median,prefill_tps_p95,prefill_tps_stdev,prompt_tokens_ci95_high,prompt_tokens_ci95_low,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_p95,prompt_tokens_stdev,requested_output_tokens,target_prompt_tokens,tpot_ms_ci95_high,tpot_ms_ci95_low,tpot_ms_mean,tpot_ms_median,tpot_ms_p95,tpot_ms_stdev,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_ms_mean,ttft_ms_median,ttft_ms_p95,ttft_ms_stdev,ttlt_ms_ci95_high,ttlt_ms_ci95_low,ttlt_ms_mean,ttlt_ms_median,ttlt_ms_p95,ttlt_ms_stdev,workload
600.0,600.0,600.0,600.0,600.0,0.0,0.3031914323042809,0.3019403083201636,0.30257000808364154,0.30283207288884895,0.3034250029120891,0.0008471917752223157,0.06395372001297776,0.06359733834074428,0.06375482098900837,0.06372313945787947,0.06407487911469445,0.0002412204914592639,0.0,0.0,0.0,0.0,0.0,0.0,0.028316635516225798,0.027117994188436807,0.027776950158239572,0.028063707216335835,0.028467416789069937,0.000751595418376441,0.03756873110766814,0.03706169519889239,0.03727896809781449,0.037176588796784725,0.03773865937008679,0.0003381556510601432,0.2019865670636468,0.2010556816970579,0.20153621899681867,0.20144296582213145,0.20212711516763857,0.0006253252936379636,17.748276676066816,17.431760269100703,17.58477368465146,17.469957307346764,17.83469687281988,0.20481380513946432,44890.46028619995,44277.17726599994,44603.16907419996,44788.11614300002,44956.68208279995,387.287220347638,0,5,34362.60646059995,33752.795586,34067.239574999985,34287.43353300001,34381.81777699997,394.86168677656286,99.7368774127028,98.89960073696543,99.32054971196399,99.40847022107474,99.94243960409887,0.548544661174314,1046.8,1046.0,1046.4,1046.0,1047.0,0.5477225575051661,600,1024,57.36662180400659,56.34903891318868,56.87352182804672,57.24112442904843,57.39869411853083,0.6592014804283172,10580.012801200019,10491.658363200031,10535.835582200025,10522.24219599998,10598.749699000018,57.18913896998447,44890.33837039997,44277.08251439999,44603.07515720001,44788.04866400015,44956.58973679997,387.2653505250647,p1024-o600
