completion_tokens_ci95_high,completion_tokens_ci95_low,completion_tokens_mean,completion_tokens_median,completion_tokens_p95,completion_tokens_stdev,cpu_busy_fraction_ci95_high,cpu_busy_fraction_ci95_low,cpu_busy_fraction_mean,cpu_busy_fraction_median,cpu_busy_fraction_p95,cpu_busy_fraction_stdev,cpu_nice_fraction_ci95_high,cpu_nice_fraction_ci95_low,cpu_nice_fraction_mean,cpu_nice_fraction_median,cpu_nice_fraction_p95,cpu_nice_fraction_stdev,cpu_psi_full_fraction_ci95_high,cpu_psi_full_fraction_ci95_low,cpu_psi_full_fraction_mean,cpu_psi_full_fraction_median,cpu_psi_full_fraction_p95,cpu_psi_full_fraction_stdev,cpu_psi_some_fraction_ci95_high,cpu_psi_some_fraction_ci95_low,cpu_psi_some_fraction_mean,cpu_psi_some_fraction_median,cpu_psi_some_fraction_p95,cpu_psi_some_fraction_stdev,cpu_system_fraction_ci95_high,cpu_system_fraction_ci95_low,cpu_system_fraction_mean,cpu_system_fraction_median,cpu_system_fraction_p95,cpu_system_fraction_stdev,cpu_user_fraction_ci95_high,cpu_user_fraction_ci95_low,cpu_user_fraction_mean,cpu_user_fraction_median,cpu_user_fraction_p95,cpu_user_fraction_stdev,decode_tps_ci95_high,decode_tps_ci95_low,decode_tps_mean,decode_tps_median,decode_tps_p95,decode_tps_stdev,e2e_ms_ci95_high,e2e_ms_ci95_low,e2e_ms_mean,e2e_ms_median,e2e_ms_p95,e2e_ms_stdev,error_count,n,output_phase_ms_ci95_high,output_phase_ms_ci95_low,output_phase_ms_mean,output_phase_ms_median,output_phase_ms_p95,output_phase_ms_stdev,prefill_tps_ci95_high,prefill_tps_ci95_low,prefill_tps_mean,prefill_tps_median,prefill_tps_p95,prefill_tps_stdev,prompt_tokens_ci95_high,prompt_tokens_ci95_low,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_p95,prompt_tokens_stdev,requested_output_tokens,scheduler_decode_cpu_load_ci95_high,scheduler_decode_cpu_load_ci95_low,scheduler_decode_cpu_load_mean,scheduler_decode_cpu_load_median,scheduler_decode_cpu_load_p95,scheduler_decode_cpu_load_stdev,scheduler_decode_igpu_ratio_ci95_high,scheduler_decode_igpu_ratio_ci95_low,scheduler_decode_igpu_ratio_mean,scheduler_decode_igpu_ratio_median,scheduler_decode_igpu_ratio_p95,scheduler_decode_igpu_ratio_stdev,scheduler_prefill_cpu_load_ci95_high,scheduler_prefill_cpu_load_ci95_low,scheduler_prefill_cpu_load_mean,scheduler_prefill_cpu_load_median,scheduler_prefill_cpu_load_p95,scheduler_prefill_cpu_load_stdev,scheduler_prefill_igpu_ratio_ci95_high,scheduler_prefill_igpu_ratio_ci95_low,scheduler_prefill_igpu_ratio_mean,scheduler_prefill_igpu_ratio_median,scheduler_prefill_igpu_ratio_p95,scheduler_prefill_igpu_ratio_stdev,target_prompt_tokens,tpot_ms_ci95_high,tpot_ms_ci95_low,tpot_ms_mean,tpot_ms_median,tpot_ms_p95,tpot_ms_stdev,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_ms_mean,ttft_ms_median,ttft_ms_p95,ttft_ms_stdev,ttlt_ms_ci95_high,ttlt_ms_ci95_low,ttlt_ms_mean,ttlt_ms_median,ttlt_ms_p95,ttlt_ms_stdev,workload
300.0,300.0,300.0,300.0,300.0,0.0,0.4895162081711426,0.48444220430107543,0.4863070672491245,0.48496278927515546,0.4890608662815439,0.002791360111457874,0.057430251129914706,0.05695564516129032,0.0572317036354544,0.05730921461515816,0.05741814747843905,0.00024661441633540114,0.0,0.0,0.0,0.0,0.0,0.0,0.0008143886173059865,0.0006118897641188887,0.0006811771878217862,0.0006172531820404832,0.0007946750737794361,0.00011539564667641705,0.02643027705995878,0.02378767798280491,0.02471422874185313,0.0239247311827957,0.026179722472242477,0.0014877204937292017,0.4057767164960257,0.40356182795698925,0.40436113487181696,0.4037448601624359,0.4055735308626667,0.0012293407575427223,20.48294134489721,19.958673058022207,20.183274356715952,20.257744276434657,20.460421638050953,0.34301931330574337,15300.993994998862,14736.203596999985,14975.901582331668,14890.507154996158,15259.945310998592,291.9181470599289,0,3,15094.044391007628,14597.512874999666,14817.114909669423,14759.787463000976,15060.618698206963,253.18118749906003,7.5068252978533,4.833594518283041,6.566851209132321,7.2134423246679455,7.609509338468175,1.5170861708609635,1.0,1.0,1.0,1.0,1.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,1,50.48175381607903,48.82111329431327,49.55556825976396,49.363837668899585,50.36996220136108,0.8467598244115734,206.8853719974868,131.92099234220223,158.72477633335316,138.6300680023851,200.0598415979766,41.89829536764466,15300.929763005115,14736.14294300205,14975.839686002777,14890.446352001163,15259.88142190472,291.91617654941075,p1-o300
300.0,300.0,300.0,300.0,300.0,0.0,0.5249179619843978,0.508579390376577,0.5171683277834919,0.5164064567345859,0.5255078682888402,0.008994106738651636,0.08719851576994435,0.0716317065256809,0.0784477610653634,0.07651306090046497,0.0861299702829964,0.007961701203754437,0.0,0.0,0.0,0.0,0.0,0.0,0.05194041548829443,0.028762779984746273,0.038300128556617775,0.03419719019681263,0.050166092959146244,0.012121314873894845,0.04311420254791517,0.04156071172180405,0.04232394485295112,0.04246750520107648,0.0430495328132313,0.0008709572135309224,0.3979304936595069,0.3944801786498197,0.3963966218651774,0.3967791932862057,0.39781536362217673,0.001756684116641052,20.669999166989,20.25744592773855,20.51857032805231,20.628265889429375,20.66582583923304,0.22710103686108948,26511.37808599742,26194.58291301271,26321.387341003476,26258.2010240003,26486.06037979771,167.58334761820115,0,3,14717.99420867428,14465.409387994441,14573.362917328874,14494.674521003617,14733.47181079007,162.2976226350196,89.17988611976033,88.91941163029503,89.03691309279577,89.01144152833199,89.1630416606175,0.1320921661671369,1046.0,1046.0,1046.0,1046.0,1046.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1024,49.36456469226945,48.379295612021544,48.740344205113296,48.47717231104889,49.275825454147395,0.5428014134950476,11763.460652990034,11729.102217010222,11747.953717669589,11751.29828300851,11762.244415991881,17.421685300924068,26511.303125997074,26194.511605004664,26321.316634998464,26258.13517399365,26485.98633079673,167.5802485503531,p1024-o300
