background_ready_delay_ms_ci95_high,background_ready_delay_ms_ci95_low,background_ready_delay_ms_mean,background_ready_delay_ms_median,background_ready_delay_ms_p95,background_ready_delay_ms_stdev,completion_tokens_ci95_high,completion_tokens_ci95_low,completion_tokens_mean,completion_tokens_median,completion_tokens_p95,completion_tokens_stdev,cpu_busy_fraction_ci95_high,cpu_busy_fraction_ci95_low,cpu_busy_fraction_mean,cpu_busy_fraction_median,cpu_busy_fraction_p95,cpu_busy_fraction_stdev,cpu_nice_fraction_ci95_high,cpu_nice_fraction_ci95_low,cpu_nice_fraction_mean,cpu_nice_fraction_median,cpu_nice_fraction_p95,cpu_nice_fraction_stdev,cpu_psi_full_fraction_ci95_high,cpu_psi_full_fraction_ci95_low,cpu_psi_full_fraction_mean,cpu_psi_full_fraction_median,cpu_psi_full_fraction_p95,cpu_psi_full_fraction_stdev,cpu_psi_some_fraction_ci95_high,cpu_psi_some_fraction_ci95_low,cpu_psi_some_fraction_mean,cpu_psi_some_fraction_median,cpu_psi_some_fraction_p95,cpu_psi_some_fraction_stdev,cpu_system_fraction_ci95_high,cpu_system_fraction_ci95_low,cpu_system_fraction_mean,cpu_system_fraction_median,cpu_system_fraction_p95,cpu_system_fraction_stdev,cpu_user_fraction_ci95_high,cpu_user_fraction_ci95_low,cpu_user_fraction_mean,cpu_user_fraction_median,cpu_user_fraction_p95,cpu_user_fraction_stdev,decode_tps_ci95_high,decode_tps_ci95_low,decode_tps_mean,decode_tps_median,decode_tps_p95,decode_tps_stdev,e2e_ms_ci95_high,e2e_ms_ci95_low,e2e_ms_mean,e2e_ms_median,e2e_ms_p95,e2e_ms_stdev,error_count,n,output_phase_ms_ci95_high,output_phase_ms_ci95_low,output_phase_ms_mean,output_phase_ms_median,output_phase_ms_p95,output_phase_ms_stdev,prefill_tps_ci95_high,prefill_tps_ci95_low,prefill_tps_mean,prefill_tps_median,prefill_tps_p95,prefill_tps_stdev,prompt_tokens_ci95_high,prompt_tokens_ci95_low,prompt_tokens_mean,prompt_tokens_median,prompt_tokens_p95,prompt_tokens_stdev,requested_output_tokens,target_prompt_tokens,tpot_ms_ci95_high,tpot_ms_ci95_low,tpot_ms_mean,tpot_ms_median,tpot_ms_p95,tpot_ms_stdev,transition_client_post_tps_ci95_high,transition_client_post_tps_ci95_low,transition_client_post_tps_mean,transition_client_post_tps_median,transition_client_post_tps_p95,transition_client_post_tps_stdev,transition_client_pre_tps_ci95_high,transition_client_pre_tps_ci95_low,transition_client_pre_tps_mean,transition_client_pre_tps_median,transition_client_pre_tps_p95,transition_client_pre_tps_stdev,ttft_ms_ci95_high,ttft_ms_ci95_low,ttft_ms_mean,ttft_ms_median,ttft_ms_p95,ttft_ms_stdev,ttlt_ms_ci95_high,ttlt_ms_ci95_low,ttlt_ms_mean,ttlt_ms_median,ttlt_ms_p95,ttlt_ms_stdev,workload
89.3100134,64.0806238,77.6110596,85.476085,90.7656126,15.970205474526646,600.0,600.0,600.0,600.0,600.0,0.0,0.6806504025182856,0.649372449647672,0.6648426019504485,0.6602163088876325,0.6874050959717981,0.019856293666025517,0.06314029347744006,0.05758779059937891,0.06002031797499776,0.05955078055860384,0.06484178475913913,0.0036355833413681217,0.0,0.0,0.0,0.0,0.0,0.0,0.07217083676550798,0.06967161692968842,0.07096801981084086,0.0713968898334984,0.07266861275451204,0.0015982339181838162,0.03686335508492235,0.033468798864049375,0.03500195239485074,0.03388717649419103,0.03778182856291307,0.0021352101267568925,0.5884413564437802,0.5511993067174197,0.5698203315806,0.5659231428623539,0.5970225386929362,0.02379623564741209,14.421595116286355,13.478119329570504,13.941312588203479,13.821605669817824,14.691037588778979,0.6176947732999105,57159.08778299345,54365.93305658898,55620.408142590895,54940.4974829813,57791.03277139366,1762.503101658319,0,5,44526.219156209845,41531.13739119726,43033.03004580666,43337.94598901295,45192.83452161471,1897.7739754242232,87.7263766167718,79.92162050325084,83.35565610685111,82.81150085672951,90.10149045615714,5.1090374714623765,1046.0,1046.0,1046.0,1046.0,1046.0,0.0,600,1024,74.27068381637915,69.33411918396872,71.84145249717307,72.3504941385859,75.44713609618483,3.1682370207416097,13.88187215283989,12.721782843756097,13.331485789968522,13.601428602344445,14.116578163056031,0.7942367624272918,17.10226525839034,15.285088722818433,16.311817692955387,16.634432140307776,17.371765551933493,1.2285712656316208,13095.96747039468,11995.631750189932,12584.78285439196,12631.095791992266,13261.802026996156,737.9063819423569,56925.868398009334,54360.80299359164,55617.81290019862,54940.43430799502,57790.97146500717,1763.7778416993565,p1024-o600
